3000.	0.21267258906895126
3000.5	0.585903487295409
3001.	0.9507964738112331
3001.5	1.3033864866158895
3002.	1.640644145829574
3002.5	1.9602838336055433
3003.	2.260602460884603
3003.5	2.540348637370448
3004.	2.7986187821101307
3004.5	3.0347757483465125
3005.	3.248385636715771
3005.5	3.439169010912243
3006.	3.6069633847654674
3006.5	3.7516944791280213
3007.	3.8733542921985062
3007.5	3.9719844691768937
3008.	4.047663822226733
3008.5	4.1004991263797805
3009.	4.130618540813661
3009.5	4.138167180135872
3010.	4.123304496881514
3010.5	4.08620325020692
3011.	4.027049931922868
3011.5	3.946046605134386
3012.	3.8434141916840865
3012.5	3.719397323499131
3013.	3.5742709609553263
3013.5	3.4083490783434254
3014.	3.221995830079281
3014.5	3.01563975372502
3015.	2.7897917327799777
3015.5	2.5450676564133827
3016.	2.282216969517812
3016.5	2.002158618588199
3017.	1.7060262592709887
3017.5	1.3952249846271234
3018.	1.0715022008256596
3018.5	0.7370355010772487
3019.	0.39454022274534384
3019.5	0.04739835661550851
3020.	-0.30019218155436667
3020.5	-0.6430545186194071
3021.	-0.9748730361816844
3021.5	-1.2880711247835457
3022.	-1.5737859825323715
3022.5	-1.8220296215782217
3023.	-2.022145805805482
3023.5	-2.163655300987807
3024.	-2.2374889534755678
3024.5	-2.237426552774327
3025.	-2.1613541357913135
3025.5	-2.011876366286204
3026.	-1.7960027228519442
3026.5	-1.5240041206338781
3027.	-1.207860825606793
3027.5	-0.8597883641365004
3028.	-0.4911573005312395
3028.5	-0.11188744956319008
3029.	0.26976379363126124
3029.5	0.6471552434092995
3030.	1.0150812570044914
3030.5	1.3695424674152765
3031.	1.707517508232295
3031.5	2.0267593890745896
3032.	2.325624572405125
3032.5	2.6029346512162483
3033.	2.8578669426214898
3033.5	3.0898692000547605
3034.	3.2985937565572767
3034.5	3.48384698640918
3035.	3.6455507069356914
3035.5	3.783712819871445
3036.	3.8984050960534025
3036.5	3.9897464859908847
3037.	4.057890731012175
3037.5	4.103017349241826
3038.	4.125325310786795
3038.5	4.125028898318039
3039.	4.102355397532006
3039.5	4.057544378968696
3040.	3.9908484312338843
3040.5	3.9025352933399335
3041.	3.792891411602195
3041.5	3.6622270275442146
3042.	3.510882986332407
3042.5	3.3392395477718955
3043.	3.1477275935506763
3043.5	2.936842749372567
3044.	2.707163105968993
3044.5	2.45937141495096
3045.	2.194282870268599
3045.5	1.912879876207597
3046.	1.6163555265459857
